"Spieltag","Spiel","Paarung","Heim","Ausw","Erg","Tipp","Tipper","Pkt","Pkt_","HeimTore","AuswTore","TorDiff","TorDiff_abs","HeimTipp","AuswTipp","TippDiff","TippDiff_abs"
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","3:0","GesuSan",2,2,5,0,5,5,3,0,3,3
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","3:0","Marc",2,2,5,0,5,5,3,0,3,3
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","6:0","AJ",2,2,5,0,5,5,6,0,6,6
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","3:0","BastiS.",2,2,5,0,5,5,3,0,3,3
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","3:0","Kryztianov",2,2,5,0,5,5,3,0,3,3
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","10:0","phil4delphia",2,2,5,0,5,5,10,0,10,10
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","4:0","Chris",2,2,5,0,5,5,4,0,4,4
"1","1","FC Bayern München - Hamburger SV","FC Bayern München","Hamburger SV","5:0","4:0","Schmonkey",2,2,5,0,5,5,4,0,4,4
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","1:1","Marc",4,4,1,1,0,0,1,1,0,0
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","1:1","GesuSan",4,4,1,1,0,0,1,1,0,0
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","1:1","Kryztianov",4,4,1,1,0,0,1,1,0,0
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","0:1","AJ",0,0,1,1,0,0,0,1,-1,1
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","1:2","BastiS.",0,0,1,1,0,0,1,2,-1,1
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","1:1","Chris",4,4,1,1,0,0,1,1,0,0
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","1:0","phil4delphia",0,0,1,1,0,0,1,0,1,1
"2","1","Hertha BSC - Werder Bremen","Hertha BSC","Werder Bremen","1:1","2:1","Schmonkey",0,0,1,1,0,0,2,1,1,1
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","2:0","Marc",2,2,3,0,3,3,2,0,2,2
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","2:1","Kryztianov",2,2,3,0,3,3,2,1,1,1
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","2:1","GesuSan",2,2,3,0,3,3,2,1,1,1
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","1:1","AJ",0,0,3,0,3,3,1,1,0,0
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","1:0","Chris",2,2,3,0,3,3,1,0,1,1
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","2:2","phil4delphia",0,0,3,0,3,3,2,2,0,0
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","2:0","BastiS.",2,2,3,0,3,3,2,0,2,2
"3","1","VfL Wolfsburg - FC Schalke 04","VfL Wolfsburg","FC Schalke 04","3:0","1:3","Schmonkey",0,0,3,0,3,3,1,3,-2,2
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","2:0","Marc",0,0,0,3,-3,3,2,0,2,2
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","1:0","GesuSan",0,0,0,3,-3,3,1,0,1,1
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","2:1","AJ",0,0,0,3,-3,3,2,1,1,1
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","2:1","Kryztianov",0,0,0,3,-3,3,2,1,1,1
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","1:0","Chris",0,0,0,3,-3,3,1,0,1,1
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","2:0","BastiS.",0,0,0,3,-3,3,2,0,2,2
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","1:0","phil4delphia",0,0,0,3,-3,3,1,0,1,1
"4","1","Bor. Mönchengladbach - Hamburger SV","Bor. Mönchengladbach","Hamburger SV","0:3","4:1","Schmonkey",0,0,0,3,-3,3,4,1,3,3
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","2:1","GesuSan",2,2,3,1,2,2,2,1,1,1
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","1:1","Kryztianov",0,0,3,1,2,2,1,1,0,0
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","1:1","Marc",0,0,3,1,2,2,1,1,0,0
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","1:2","Chris",0,0,3,1,2,2,1,2,-1,1
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","1:0","AJ",2,2,3,1,2,2,1,0,1,1
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","2:1","phil4delphia",2,2,3,1,2,2,2,1,1,1
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","1:1","BastiS.",0,0,3,1,2,2,1,1,0,0
"5","1","FSV Mainz 05 - 1899 Hoffenheim","FSV Mainz 05","1899 Hoffenheim","3:1","3:0","Schmonkey",2,2,3,1,2,2,3,0,3,3
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","2:1","GesuSan",2,2,5,1,4,4,2,1,1,1
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","2:1","Chris",2,2,5,1,4,4,2,1,1,1
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","2:0","Kryztianov",2,2,5,1,4,4,2,0,2,2
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","2:1","Marc",2,2,5,1,4,4,2,1,1,1
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","2:1","AJ",2,2,5,1,4,4,2,1,1,1
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","3:0","Schmonkey",2,2,5,1,4,4,3,0,3,3
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","3:1","phil4delphia",2,2,5,1,4,4,3,1,2,2
"6","1","FC Bayern München - VfL Wolfsburg","FC Bayern München","VfL Wolfsburg","5:1","2:0","BastiS.",2,2,5,1,4,4,2,0,2,2
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","1:0","GesuSan",0,0,1,1,0,0,1,0,1,1
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","2:1","Chris",0,0,1,1,0,0,2,1,1,1
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","2:0","Marc",0,0,1,1,0,0,2,0,2,2
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","2:0","Kryztianov",0,0,1,1,0,0,2,0,2,2
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","1:0","AJ",0,0,1,1,0,0,1,0,1,1
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","2:0","BastiS.",0,0,1,1,0,0,2,0,2,2
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","2:0","Schmonkey",0,0,1,1,0,0,2,0,2,2
"7","1","1. FC Köln - FC Ingolstadt","1. FC Köln","FC Ingolstadt","1:1","1:0","phil4delphia",0,0,1,1,0,0,1,0,1,1
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","2:1","GesuSan",0,0,2,3,-1,1,2,1,1,1
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","1:1","Marc",0,0,2,3,-1,1,1,1,0,0
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","NA:NA","Chris",0,0,2,3,-1,1,NA,NA,NA,NA
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","1:2","Kryztianov",3,3,2,3,-1,1,1,2,-1,1
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","2:0","Schmonkey",0,0,2,3,-1,1,2,0,2,2
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","0:0","AJ",0,0,2,3,-1,1,0,0,0,0
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","1:1","phil4delphia",0,0,2,3,-1,1,1,1,0,0
"8","1","SV Darmstadt 98 - FSV Mainz 05","SV Darmstadt 98","FSV Mainz 05","2:3","2:0","BastiS.",0,0,2,3,-1,1,2,0,2,2
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","1:2","GesuSan",2,2,0,2,-2,2,1,2,-1,1
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","0:1","Marc",2,2,0,2,-2,2,0,1,-1,1
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","0:1","Chris",2,2,0,2,-2,2,0,1,-1,1
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","0:1","Schmonkey",2,2,0,2,-2,2,0,1,-1,1
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","1:2","Kryztianov",2,2,0,2,-2,2,1,2,-1,1
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","0:2","AJ",4,4,0,2,-2,2,0,2,-2,2
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","2:1","phil4delphia",0,0,0,2,-2,2,2,1,1,1
"9","1","FSV Mainz 05 - Borussia Dortmund","FSV Mainz 05","Borussia Dortmund","0:2","0:3","BastiS.",2,2,0,2,-2,2,0,3,-3,3
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","2:1","GesuSan",0,0,0,1,-1,1,2,1,1,1
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","2:1","Chris",0,0,0,1,-1,1,2,1,1,1
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","2:0","Marc",0,0,0,1,-1,1,2,0,2,2
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","2:0","Schmonkey",0,0,0,1,-1,1,2,0,2,2
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","1:1","Kryztianov",0,0,0,1,-1,1,1,1,0,0
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","1:1","AJ",0,0,0,1,-1,1,1,1,0,0
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","1:0","BastiS.",0,0,0,1,-1,1,1,0,1,1
"10","1","1899 Hoffenheim - Hamburger SV","1899 Hoffenheim","Hamburger SV","0:1","2:1","phil4delphia",0,0,0,1,-1,1,2,1,1,1
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:3","GesuSan",0,0,0,0,0,0,0,3,-3,3
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:3","Marc",0,0,0,0,0,0,0,3,-3,3
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:2","Schmonkey",0,0,0,0,0,0,0,2,-2,2
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:4","Chris",0,0,0,0,0,0,0,4,-4,4
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:3","Kryztianov",0,0,0,0,0,0,0,3,-3,3
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:3","AJ",0,0,0,0,0,0,0,3,-3,3
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:3","phil4delphia",0,0,0,0,0,0,0,3,-3,3
"11","1","Eintracht Frankfurt - FC Bayern München","Eintracht Frankfurt","FC Bayern München","0:0","0:4","BastiS.",0,0,0,0,0,0,0,4,-4,4
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","2:0","GesuSan",0,0,1,3,-2,2,2,0,2,2
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","1:0","Marc",0,0,1,3,-2,2,1,0,1,1
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","0:1","Schmonkey",2,2,1,3,-2,2,0,1,-1,1
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","2:1","Chris",0,0,1,3,-2,2,2,1,1,1
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","0:1","Kryztianov",2,2,1,3,-2,2,0,1,-1,1
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","0:1","AJ",2,2,1,3,-2,2,0,1,-1,1
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","2:1","phil4delphia",0,0,1,3,-2,2,2,1,1,1
"12","1","Hannover 96 - Hertha BSC","Hannover 96","Hertha BSC","1:3","1:1","BastiS.",0,0,1,3,-2,2,1,1,0,0
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","1:2","GesuSan",0,0,3,1,2,2,1,2,-1,1
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","0:3","Schmonkey",0,0,3,1,2,2,0,3,-3,3
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","0:2","Marc",0,0,3,1,2,2,0,2,-2,2
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","0:2","Chris",0,0,3,1,2,2,0,2,-2,2
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","1:3","Kryztianov",0,0,3,1,2,2,1,3,-2,2
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","0:2","AJ",0,0,3,1,2,2,0,2,-2,2
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","2:1","phil4delphia",2,2,3,1,2,2,2,1,1,1
"13","1","Hamburger SV - Borussia Dortmund","Hamburger SV","Borussia Dortmund","3:1","0:3","BastiS.",0,0,3,1,2,2,0,3,-3,3
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","1:2","GesuSan",0,0,0,0,0,0,1,2,-1,1
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","0:2","Schmonkey",0,0,0,0,0,0,0,2,-2,2
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","1:1","Marc",2,2,0,0,0,0,1,1,0,0
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","NA:NA","Chris",0,0,0,0,0,0,NA,NA,NA,NA
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","0:0","phil4delphia",4,4,0,0,0,0,0,0,0,0
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","1:1","Kryztianov",2,2,0,0,0,0,1,1,0,0
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","0:1","AJ",0,0,0,0,0,0,0,1,-1,1
"14","1","SV Darmstadt 98 - 1. FC Köln","SV Darmstadt 98","1. FC Köln","0:0","1:2","BastiS.",0,0,0,0,0,0,1,2,-1,1
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","2:0","GesuSan",3,3,3,1,2,2,2,0,2,2
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","2:1","Schmonkey",2,2,3,1,2,2,2,1,1,1
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","2:0","Marc",3,3,3,1,2,2,2,0,2,2
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","2:0","Chris",3,3,3,1,2,2,2,0,2,2
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","1:1","Kryztianov",0,0,3,1,2,2,1,1,0,0
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","1:1","phil4delphia",0,0,3,1,2,2,1,1,0,0
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","2:0","AJ",3,3,3,1,2,2,2,0,2,2
"15","1","FC Schalke 04 - Hannover 96","FC Schalke 04","Hannover 96","3:1","2:0","BastiS.",3,3,3,1,2,2,2,0,2,2
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","2:1","GesuSan",4,4,2,1,1,1,2,1,1,1
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","1:0","Marc",3,3,2,1,1,1,1,0,1,1
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","2:1","AJ",4,4,2,1,1,1,2,1,1,1
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","3:1","BastiS.",2,2,2,1,1,1,3,1,2,2
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","2:0","Kryztianov",2,2,2,1,1,1,2,0,2,2
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","3:1","phil4delphia",2,2,2,1,1,1,3,1,2,2
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","1:1","Chris",0,0,2,1,1,1,1,1,0,0
"1","2","Bayer 04 Leverkusen - 1899 Hoffenheim","Bayer 04 Leverkusen","1899 Hoffenheim","2:1","2:0","Schmonkey",2,2,2,1,1,1,2,0,2,2
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","2:1","Marc",0,0,1,1,0,0,2,1,1,1
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","2:1","GesuSan",0,0,1,1,0,0,2,1,1,1
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","1:1","Kryztianov",4,4,1,1,0,0,1,1,0,0
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","1:1","AJ",4,4,1,1,0,0,1,1,0,0
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","2:1","BastiS.",0,0,1,1,0,0,2,1,1,1
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","2:1","Chris",0,0,1,1,0,0,2,1,1,1
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","2:1","phil4delphia",0,0,1,1,0,0,2,1,1,1
"2","2","Eintracht Frankfurt - FC Augsburg","Eintracht Frankfurt","FC Augsburg","1:1","2:2","Schmonkey",2,2,1,1,0,0,2,2,0,0
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","1:0","Marc",3,3,2,1,1,1,1,0,1,1
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","2:1","Kryztianov",4,4,2,1,1,1,2,1,1,1
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","2:0","GesuSan",2,2,2,1,1,1,2,0,2,2
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","2:0","AJ",2,2,2,1,1,1,2,0,2,2
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","1:0","Chris",3,3,2,1,1,1,1,0,1,1
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","2:1","phil4delphia",4,4,2,1,1,1,2,1,1,1
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","2:0","BastiS.",2,2,2,1,1,1,2,0,2,2
"3","2","1. FC Köln - Hamburger SV","1. FC Köln","Hamburger SV","2:1","1:2","Schmonkey",0,0,2,1,1,1,1,2,-1,1
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","1:1","Marc",0,0,2,1,1,1,1,1,0,0
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","1:0","GesuSan",3,3,2,1,1,1,1,0,1,1
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","2:3","AJ",0,0,2,1,1,1,2,3,-1,1
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","1:1","Kryztianov",0,0,2,1,1,1,1,1,0,0
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","2:1","Chris",4,4,2,1,1,1,2,1,1,1
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","1:2","BastiS.",0,0,2,1,1,1,1,2,-1,1
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","1:2","phil4delphia",0,0,2,1,1,1,1,2,-1,1
"4","2","Hertha BSC - VfB Stuttgart","Hertha BSC","VfB Stuttgart","2:1","2:1","Schmonkey",4,4,2,1,1,1,2,1,1,1
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","2:0","GesuSan",4,4,2,0,2,2,2,0,2,2
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","2:0","Kryztianov",4,4,2,0,2,2,2,0,2,2
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","2:0","Marc",4,4,2,0,2,2,2,0,2,2
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","2:1","Chris",2,2,2,0,2,2,2,1,1,1
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","2:0","AJ",4,4,2,0,2,2,2,0,2,2
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","2:1","phil4delphia",2,2,2,0,2,2,2,1,1,1
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","3:0","BastiS.",2,2,2,0,2,2,3,0,3,3
"5","2","VfL Wolfsburg - Hertha BSC","VfL Wolfsburg","Hertha BSC","2:0","2:1","Schmonkey",2,2,2,0,2,2,2,1,1,1
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","2:1","GesuSan",4,4,2,1,1,1,2,1,1,1
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","1:0","Chris",3,3,2,1,1,1,1,0,1,1
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","0:1","Kryztianov",0,0,2,1,1,1,0,1,-1,1
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","1:1","Marc",0,0,2,1,1,1,1,1,0,0
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","1:1","AJ",0,0,2,1,1,1,1,1,0,0
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","2:1","Schmonkey",4,4,2,1,1,1,2,1,1,1
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","1:1","phil4delphia",0,0,2,1,1,1,1,1,0,0
"6","2","SV Darmstadt 98 - Werder Bremen","SV Darmstadt 98","Werder Bremen","2:1","1:1","BastiS.",0,0,2,1,1,1,1,1,0,0
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","1:0","GesuSan",0,0,1,3,-2,2,1,0,1,1
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","0:1","Chris",2,2,1,3,-2,2,0,1,-1,1
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","1:2","Marc",2,2,1,3,-2,2,1,2,-1,1
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","2:2","Kryztianov",0,0,1,3,-2,2,2,2,0,0
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","1:2","AJ",2,2,1,3,-2,2,1,2,-1,1
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","1:3","BastiS.",4,4,1,3,-2,2,1,3,-2,2
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","2:4","Schmonkey",3,3,1,3,-2,2,2,4,-2,2
"7","2","VfB Stuttgart - Bor. Mönchengladbach","VfB Stuttgart","Bor. Mönchengladbach","1:3","3:2","phil4delphia",0,0,1,3,-2,2,3,2,1,1
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","1:0","GesuSan",2,2,3,0,3,3,1,0,1,1
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","1:0","Marc",2,2,3,0,3,3,1,0,1,1
